ID,Name,Cost,Starting gold,Starting points,Transition points,Size,Maximum HP,Protection,MR,Morale,Strength,Attack,Defence,Precision,Encumbrance,AP,Attacks,Paths,Properties,Slots,Parts,Transitions,Category
f89,cave drake,gold (277.5),0,0,4,4,58,"eye (22), head (22), body (22), leg (22)",12,14,19,8,7,5,5,7,e322 (1),,"animal, cold-blooded, drake, survives in mountains, darkvision (50)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake, cold-blooded"
f90,cave grub,gold (226.5),0,0,3,4,52,"head (6), body (6), leg (6)",7,18,17,10,8,5,5,5,e603 (1),,"animal, blind, cold-blooded, magic being, siegebonus (10)","body (1), misc (2)","head (1), body (1), leg (26)",,"animal, cold-blooded, magic being"
f91,cave cow,gold (220.5),0,0,2,4,32,"eye (4), head (4), body (4), leg (4)",7,10,15,10,9,10,3,8,e322 (1),,"animal, cold-blooded, darkvision (100)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, cold-blooded"
f92,cave crab,gold (310),0,0,4,4,54,"eye (22), head (22), body (22), leg (22)",4,15,20,11,9,5,2,10,e600 (1),,"amphibian, animal, darkvision (100)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"amphibian, animal"
f93,swamp drake,"gold (284.5), emeralds (3)",0,0,4,4,44,"eye (14), head (14), body (14), leg (14)",13,14,17,10,8,8,4,8,e323 (1),,"animal, cold-blooded, drake, poison barbs, survives in swamps, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake, cold-blooded"
f94,ice drake,"gold (265), sapphires (2)",0,0,3,4,41,"eye (13), head (13), body (13), leg (13)",13,14,17,10,8,8,4,8,e322 (1),,"animal, drake, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake"
f95,fire drake,"gold (211.5), rubies (2)",0,0,2,3,28,"eye (10), head (10), body (10), leg (10)",13,14,15,10,8,8,4,9,e323 (1),,"animal, cold-blooded, drake, survives in wastes, resist fire (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake, cold-blooded"
f96,wyvern,"gold (358), emeralds (2)",0,0,5,5,35,"eye (12), head (12), body (12), leg (12), wing (12)",14,13,15,13,12,10,3,7,"e322 (1), e203 (1)",,"animal, cold-blooded, drake, flying, survives in mountains, survives in wastes, resist poison (15), resist shock (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"animal, drake, cold-blooded"
f97,fivefold angel,"gold (112.5), sapphires (1)",0,0,0,2,8,"eye (0), head (0), body (0), arm (0), leg (0)",15,18,9,7,6,10,3,12,e511 (1),"blood (2), holy (0)","damage reversal (0), resist cold (3), stealthy (50)","head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f98,simargl,gold (183),35,3,0,2,13,"eye (7), head (7), body (7), leg (7), wing (7)",12,13,11,12,11,5,2,12,e322 (1),,"animal, flying, patrol bonus (10)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)","f57, f58, f83, f161, f162, f163, f165, f166","animal, starting form"
f99,androleth,gold (188.5),0,0,2,2,14,"eye (2), head (2), body (2), arm (2), leg (2)",13,14,11,8,9,8,3,10,e85 (1),,"amphibian, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f100,androdai,"gold (166.5), piety (10), pearls (12), onyxes (2), topazes (2), sapphires (2)",0,0,4,2,13,"eye (2), head (2), body (2), arm (2), leg (2)",15,15,10,7,9,7,3,10,e63 (1),"astral (1.25), death (0.25), earth (0.25), holy (1), water (0.25)","amphibian, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f101,horite,"gold (237), rubies (1), sapphires (1)",0,0,3,3,25,"eye (2), head (2), body (2), arm (2), leg (2)",8,13,17,9,9,9,3,14,,,"survives in mountains, survives in wastes, darkvision (50), resist cold (5), resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f195,tagless
f102,werebear,"gold (341.5), sapphires (1), emeralds (1)",0,0,5,4,45,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",13,17,20,12,9,5,2,14,"e29 (1), e322 (1)",,"animal, berserk (1), firstshape (39), resist cold (5), recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f103,winged monkey,gold (206.5),0,0,2,1,7,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,7,6,11,15,8,2,14,e387 (1),astral (0.75),"animal, flying, magic being, survives in forests","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,animal
f104,manikin,"gold (287.5), emeralds (3)",0,0,500,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",12,50,11,7,7,5,0,6,"e29 (1), e71 (1)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
f105,mandragora,"gold (392), emeralds (3)",0,0,800,2,25,"eye (5), head (5), body (5), arm (5), leg (5)",14,50,15,9,9,5,0,6,"e29 (1), e71 (2)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
f106,ancient mandragora,"gold (469.5), emeralds (3)",0,0,900,3,47,"eye (8), head (8), body (8), arm (8), leg (8)",18,16,18,16,10,10,0,6,e71 (4),"death (3), nature (3)","lifeless, magic being, survives in forests, resist poison (25)",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
f107,satyr manikin,"gold (317), emeralds (3)",0,0,600,2,16,"eye (0), head (0), body (0), arm (0), leg (0)",14,50,12,7,9,5,0,8,"e29 (1), e71 (1)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
f108,harpy manikin,"gold (182.5), emeralds (3)",0,0,300,1,8,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,50,9,5,5,5,0,3,e71 (2),,"female, lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","head (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,"undead, magic being"
f109,ichtysatyr,"gold (223.5), emeralds (1)",0,0,3,2,12,"eye (2), head (2), body (2), arm (2), leg (2)",13,9,11,10,12,10,3,14,,,"poor amphibian, recuperation, stealthy (40)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f110,ichtytaur,"gold (251.5), emeralds (1)",0,0,3,3,25,"eye (4), head (4), body (4), arm (4), leg (4)",11,13,16,8,8,8,3,15,,,"poor amphibian, recuperation, trample, berserk (2)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibain
f111,ichtycentaur,"gold (269.5), emeralds (1)",0,0,3,3,20,"eye (4), head (4), body (4), arm (4), leg (4)",13,11,13,10,13,12,3,30,,,"amphibian, recuperation","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (4)",,amphibian
f112,ichtyid,gold (172.5),20,2,0,2,16,"eye (5), head (5), body (5), arm (5), leg (5)",8,12,11,9,8,8,3,8,,,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f109, f168","amphibian, starting form"
f113,edomite,gold (210.5),0,0,2,3,21,"eye (1), head (1), body (1), arm (1), leg (1)",11,9,14,9,9,10,3,14,,,survives in wastes,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f114, f115",tagless
f114,avvite,gold (252.5),0,0,3,3,24,"eye (1), head (1), body (1), arm (1), leg (1)",12,12,15,11,11,10,3,14,,,survives in wastes,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f115,gittite,"gold (255.5), rubies (1)",0,0,3,3,24,"eye (1), head (1), body (1), arm (1), leg (1)",12,12,15,11,11,10,3,14,,,"survives in wastes, resist fire (3)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f116,bashanite,"gold (325), rubies (1)",0,0,5,4,40,"eye (2), head (2), body (2), arm (2), leg (2)",13,14,20,11,11,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f117,amorite,"gold (312.5), rubies (1)",0,0,4,4,35,"eye (2), head (2), body (2), arm (2), leg (2)",13,11,18,11,12,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f118,gileadite,"gold (306.5), rubies (1)",0,0,4,4,35,"eye (2), head (2), body (2), arm (2), leg (2)",13,13,18,11,11,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f119,ahiman anakite,"gold (436.5), rubies (1)",0,0,7,5,53,"eye (3), head (3), body (3), arm (3), leg (3)",15,15,22,13,12,10,2,16,e331 (1),,"survives in wastes, resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f120,sheshai anakite,"gold (421.5), rubies (1)",0,0,7,5,50,"eye (3), head (3), body (3), arm (3), leg (3)",15,14,21,12,12,10,2,16,e331 (1),,"survives in wastes, berserk (2), resist fire (9)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f121,talmai anakite of arakiel,"gold (385.5), rubies (1), topazes (30)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (0.025), death (0.025), earth (3.025), fire (0.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f122,talmai anakite of kokabel,"gold (385.5), pearls (30), rubies (1)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (3.025), death (0.025), earth (0.025), fire (0.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f123,talmai anakite of shamshiel,"gold (385.5), rubies (31)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (0.025), death (0.025), earth (0.025), fire (3.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f124,rephaim,"gold (443.5), rubies (1)",0,0,7,5,55,"eye (3), head (3), body (3), arm (3), leg (3)",15,14,22,13,12,10,2,16,e331 (1),,"survives in wastes, resist fire (7)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f125,son of arakiel,"gold (613.5), bloodstones (30), piety (10), rubies (2), topazes (40)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,28,15,15,13,1,20,e522 (1),"blood (3), earth (4), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f126,son of azazel,"gold (616), bloodstones (40), pearls (20), piety (20), rubies (22)",0,0,21,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,16,16,13,1,20,e522 (1),"astral (2), blood (4), fire (2), holy (2)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f127,son of ezekiel,"gold (628), bloodstones (30), diamonds (42), piety (10), rubies (2)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,15,1,20,e522 (1),"air (4), blood (3), holy (1)","survives in wastes, fear (5), resist fire (15), resist shock (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f128,son of kokabel,"gold (606), bloodstones (30), pearls (40), piety (10), rubies (2)",0,0,18,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,e522 (1),"astral (4), blood (3), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f129,son of semyaza,"gold (621), bloodstones (30), emeralds (42), piety (10), rubies (2)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,e522 (1),"blood (3), holy (1), nature (4)","survives in wastes, fear (5), healer (3), resist fire (15), resist poison (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f130,son of shamshiel,"gold (616), bloodstones (30), piety (10), rubies (42)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,"e320 (1), e522 (1)","blood (3), fire (4), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f131,demonbred,"gold (295.5), rubies (4)",0,0,4,3,17,"eye (5), head (5), body (5), arm (5), leg (5), wing (5)",15,14,14,11,9,7,2,8,e29 (2),,"flying, survives in wastes, darkvision (50), heat aura (3), resist fire (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,tagless
f132,fir bolg,gold (226),0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",13,11,11,12,13,10,3,13,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f133,tagless
f133,sidhe,"gold (238.5), diamond (1)",0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",14,12,12,12,13,12,3,13,,,"glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f134, f135, f136",tagless
f134,bean sidhe,"gold (244.5), diamonds (13), emeralds (12), sapphires (12)",0,0,7,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",15,10,12,12,14,12,3,13,,"air (1.25), earth (0.25), nature (1.25), water (1.25)","female, glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f135,baobhan sidhe,"gold (256.5), diamonds (21)",0,0,5,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",15,12,12,12,14,12,3,13,e63 (1),air (2),"female, glamour, survives in forests, assassin (1), darkvision (50), stealthy (85)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f136,tuatha,"gold (259.5), diamond (1)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,13,13,14,12,3,13,,,"glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f137,tagless
f137,nemedian,"gold (259.5), diamond (1)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,13,14,13,12,3,13,,,"glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f138,morrigan,"gold (448), emeralds (3), sapphires (2)",0,0,1000,2,17,"eye (7), head (7), body (7), arm (7), leg (7)",16,30,13,15,15,15,0,14,,,"female, flying, glamour, fear (5), resist cold (15), resist poison (25), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,undead
f139,van,"gold (235), diamonds (1)",0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",14,11,11,12,13,12,3,13,,,"glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f140,valkyrie,"gold (250.5), diamonds (1)",0,0,3,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",14,12,11,13,14,13,3,13,,,"female, flying, glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f141,morgen,"gold (257), diamonds (1)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,12,13,14,12,3,13,,,"amphibian, female, glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f142,boar,gold (113.5),0,0,0,3,13,"eye (4), head (4), body (4), leg (4)",5,8,10,8,7,5,2,14,e331 (1),,"animal, survives in forests","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f143,harpy,"gold (118.5), emeralds (1)",0,0,0,1,7,"eye (0), head (0), body (0), arm (0), wing (0)",11,8,8,8,10,8,3,4,e29 (2),,"female, flying, recuperation, survives in forests, stealthy (40)","head (1), body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,tagless
f144,imp,"gold (296), rubies (2)",0,0,4,1,8,"eye (6), head (6), body (6), arm (6), leg (6), wing (6)",13,9,9,11,15,10,1,7,e29 (2),,"flying, resist cold (-5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f145,devil,"gold (455), rubies (4)",0,0,7,3,35,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",17,30,14,14,12,12,2,12,"e29 (2), e68 (1)",,"flying, survives in wastes, heat aura (3), resist cold (-5), resist fire (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f146,crystal amazon,gold (194.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,10,9,11,11,12,3,13,,,female,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f147,garnet amazon,"gold (226.5), rubies (2)",0,0,3,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,12,12,12,3,13,,,"female, survives in wastes, resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f148,jade amazon,gold (195.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,11,11,12,3,13,,,"female, survives in forests","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f149,onyx amazon,gold (195.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,11,11,12,3,13,,,"female, survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f150,merrow,gold (173),20,2,0,2,14,"eye (2), head (2), body (2), arm (2), leg (2)",11,10,12,9,9,8,3,11,,,"amphibian, darkvision (50)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f109, f115","amphibian, starting form"
f151,saos,gold (199.5),0,0,2,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",11,12,11,11,11,10,3,14,,,poor amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f152,kourete,gold (265.5),0,0,4,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",13,13,12,13,13,12,2,14,,,"magic being, poor amphibian","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f153,strategis,"gold (295.5), emeralds (1), piety (10)",0,0,5,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",15,13,12,12,12,10,2,12,,holy (1),"female, magic being, poor amphibian, recuperation, awe (1)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f154,melia,"gold (334.5), diamonds (3), emeralds (11), piety (10), sapphires (3), topazes (3)",0,0,8,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",16,13,12,13,13,11,2,12,,"air (0.333), earth (0.333), holy (1), nature (1), water (0.333)","female, magic being, poor amphibian, recuperation, awe (3)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f155,fallen angel,"gold (449.5), rubies (2)",0,0,7,4,49,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,14,14,15,1,16,,"blood (3), death (3), fire (3)","flying, fear (5), invulnerability (25), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"demon, magic being"
f156,sprite,"gold (245.5), diamond (1)",0,0,3,1,2,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,7,3,14,20,14,1,10,e228 (1),,"flying, glamour, magic being, survives in forests, survives in wastes, stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,magic being
f157,spine devil,gold (344),0,0,5,2,25,"eye (13), head (13), body (13), arm (13), leg (13)",16,30,15,12,12,5,2,15,e207 (2),,barbs,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,demon
f158,ancient one,gold (266),0,0,3,4,40,"eye (3), head (3), body (3), arm (3), leg (3)",12,13,18,9,9,7,4,14,,,"cold-blooded, darkvision (100), siegebonus (2)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)","f176, f177",cold-blooded
f159,olm spawn,"gold (263), emeralds (2), sapphires (1)",0,0,4,3,28,"eye (5), head (5), body (5), arm (5)",14,13,14,10,10,9,3,7,,,"cold-blooded, darkvision (100), resist cold (5), resist poison (15), siegebonus (2)","hands (2), head (1), body (1), misc (2)","eye (1), head (1), body (1), arm (2)",,cold-blooded
f160,gnome,"gold (119.5), diamonds (1)",0,0,0,1,6,"eye (0), head (0), body (0), arm (0), leg (0)",16,9,9,7,7,9,3,6,e543 (1),"earth (2), nature (2)","glamour, survives in forests, stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,tagless
f161,tiger,gold (212),0,0,2,3,21,"eye (4), head (4), body (4), leg (4)",5,13,15,13,11,5,3,20,"e29 (1), e322 (1)",,"animal, survives in forests","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f162,great boar,gold (217.5),0,0,2,3,20,"eye (6), head (6), body (6), leg (6)",5,13,15,12,9,5,2,16,e331 (1),,"animal, survives in forests, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f163,jaguar,gold (197),0,0,2,2,19,"eye (4), head (4), body (4), leg (4)",5,13,15,13,11,5,3,20,"e29 (1), e322 (1)",,"animal, survives in forests, stealthy (40)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f164,black harpy,"gold (138), emeralds (1)",0,0,1,2,8,"eye (2), head (2), body (2), wing(2)",11,10,8,9,9,8,3,4,e29 (2),,"female, flying, recuperation, survives in forests, stealthy (60)","head (1), body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,tagless
f165,great hawk,gold (203),0,0,2,3,15,"eye (2), head (2), body (2), wing(2)",5,13,11,11,13,8,3,6,"e29 (2), e404 (1)",,"animal, flying, survives in forests, survives in mountains","body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,animal
f166,winter wolf,"gold (347), emeralds (2), pearls (1), sapphires (5)",0,0,6,2,13,"eye (0), head (0), body (0), leg (0)",15,50,11,12,12,5,0,26,e322 (1),,"animal, ethereal, magic being, survives in mountains, cold aura (6), resist cold (25), resist poison (15), winterpower (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, magic being"
f167,mazzik,gold (276),0,0,4,1,9,"eye (6), head (6), body (6), arm (6), leg (6), wing (6)",13,9,9,11,15,10,1,7,e29 (2),,"flying, survives in wastes, stealthy (40)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
f168,kappa,"gold (217), emeralds (1)",0,0,2,2,15,"eye (5), head (0), body (15), arm (5), leg (5)",8,12,13,10,9,8,5,8,"e29 (1), e420 (1)",,"amphibian, recuperation","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f204, f205, f206",amphibian
f169,lesser hybrid,gold (210.5),0,0,2,2,13,"eye (1), head (1), body (1), arm (1), leg (1)",10,11,12,10,10,10,3,10,e85 (1),,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f170,hybrid,gold (193),0,0,2,2,15,"eye (2), head (2), body (2), arm (2), leg (2)",12,10,11,10,9,11,3,10,,,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f171,sentinel,"gold (426.5), topazes (3)",0,0,800,3,25,"eye (22), head (22), body (22), arm (22), leg (22)",13,50,16,12,10,5,0,8,,,"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f172,lifeless
f172,granite guardian,"gold (577.5), topazes (3)",0,0,1200,4,75,"eye (22), head (22), body (22), arm (22), leg (22)",14,50,22,12,10,5,0,8,,,"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f173,lifeless
f173,marble oracle,"gold (604.5), topazes (3)",0,0,1200,4,85,"eye (22), head (22), body (22), arm (22), leg (22)",16,50,22,12,10,5,0,8,,holy (2),"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), fortune teller 10, patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,lifeless
f174,great olm,"gold (208), emeralds (2), sapphires (1)",0,0,2,3,28,"eye (5), head (5), body (5), arm (5)",14,12,11,8,8,12,4,7,e63 (1),,"blindfighter, need-not-eat, sacred, resist cold (5), resist poison (15)","hands (2), misc (2)","eye (2), head (1), arm (2)",f178,tagless
f175,ageless olm,"gold (526), emeralds (2), sapphires (1)",0,0,9,6,130,"eye (5), head (5), body (5), arm (5)",18,30,14,8,8,13,4,7,e63 (1),"earth (3), water (3)","blindfighter, fortune teller (15), need-not-eat, sacred, resist cold (5), resist poison (15)","hands (2), misc (2)","eye (2), head (1), arm (2)",,tagless
